"Spawning Stock","Facility Stock","Parent Activity Type","Activity Type","Parent Activity No","Activity No","Activity Start Date","Start Time","Inventory Lot",Container,"Source Location Type","Operations Location","Second Location","Associated Party","Maturity Class","External Mark","Clip Placement","Internal Mark",Cause,"Action Taken","Observation Method","Capture Type","Capture Method","Mortality Disposition","Total Count","Total Recaptured Count",Withdrawals,Deposits,Removals,Releases
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Female,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,9,0,0,9,9,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Male,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,18,0,0,18,18,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,43,0,0,43,43,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,39,0,0,39,39,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Jack,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013623,013624,09/10/2020,09:00:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Jack,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture",Surplus,013623,013769,09/10/2020,08:30:00,"2020 Sarita R Adults",,River/Lake,"Sarita River",,"Huu-ay-aht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,7,0,0,0,7,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture",Surplus,013623,013769,09/10/2020,08:30:00,"2020 Sarita R Adults",,River/Lake,"Sarita River",,"Huu-ay-aht First Nation",Male,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,19,0,0,0,19,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250647,251027,09/11/2020,08:34:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,228,0,0,0,228,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250647,251034,09/11/2020,10:46:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,276,0,0,0,276,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250647,251034,09/11/2020,10:46:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,846,0,0,0,846,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Mortalities,250647,250858,09/11/2020,10:38:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,,Female,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,16,0,0,0,16,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Mortalities,250647,250858,09/11/2020,10:38:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,,Male,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,3,0,0,0,3,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250647,251027,09/11/2020,08:34:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,104,0,0,0,104,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250647,251034,09/11/2020,10:46:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Jack,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,32,0,0,0,32,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",250647,250840,09/11/2020,10:36:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding",River/Lake,"Nitinat Lake",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,311,0,0,311,311,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",250647,250840,09/11/2020,10:36:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding",River/Lake,"Nitinat Lake",,,Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,172,0,0,172,172,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250772,250913,09/11/2020,10:38:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Male,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,1,0,0,0,1,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250772,250913,09/11/2020,10:38:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Female,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,3,0,0,0,3,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250772,250913,09/11/2020,10:38:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Male,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,1,0,0,0,1,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250772,250913,09/11/2020,10:38:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Female,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,2,0,0,0,2,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250717,251130,09/11/2020,08:34:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,23,0,0,0,23,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250717,251130,09/11/2020,08:34:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,87,0,0,0,87,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook",,Mortalities,,250863,09/12/2020,14:24:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"Unchecked Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook",,Mortalities,,250863,09/12/2020,14:24:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"Unchecked Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250777,251121,09/12/2020,11:23:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,13,0,0,0,13,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250777,251121,09/12/2020,11:23:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250791,251028,09/12/2020,11:23:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,12,0,0,0,12,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250791,251028,09/12/2020,11:23:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,22,0,0,0,22,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook",,Mortalities,,250869,09/13/2020,14:26:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"Unchecked Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook",,Mortalities,,250869,09/13/2020,14:26:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"Unchecked Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250678,251030,09/13/2020,11:25:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,7,0,0,0,7,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250678,251030,09/13/2020,11:25:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,24,0,0,0,24,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Surplus,250755,251081,09/13/2020,13:47:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation","Unknown Mature",Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,10,0,0,0,10,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250706,251099,09/13/2020,13:47:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation","Unknown Mature",Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,20,0,0,0,20,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250706,251108,09/13/2020,11:25:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,5,0,0,0,5,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250706,251108,09/13/2020,11:25:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,27,0,0,0,27,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250678,251066,09/13/2020,13:47:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation","Unknown Mature",Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,200,0,0,0,200,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",013774,013786,09/14/2020,09:57:00,"2020 Sarita R Adults",,River/Lake,"Hunter Cr Confluence",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,6,0,0,0,6,6
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",013774,013786,09/14/2020,09:57:00,"2020 Sarita R Adults",,River/Lake,"Hunter Cr Confluence",,,Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,90,0,0,0,90,90
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251052,09/14/2020,10:56:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,18,0,0,0,18,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251052,09/14/2020,10:56:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,23,0,0,0,23,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251014,09/14/2020,11:27:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,7,0,0,0,7,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251014,09/14/2020,11:27:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,4,0,0,0,4,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Mortalities,250775,250891,09/14/2020,10:51:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,,Male,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,2,0,0,0,2,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251045,09/14/2020,10:54:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Jack,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,24,0,0,0,24,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251045,09/14/2020,10:54:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,487,0,0,0,487,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Mortalities,250775,250891,09/14/2020,10:51:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,,Jack,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,5,0,0,0,5,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Mortalities,250775,250891,09/14/2020,10:51:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,,Jimmy,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,2,0,0,0,2,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250775,251045,09/14/2020,10:54:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,715,0,0,0,715,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",250775,250834,09/14/2020,10:47:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding",River/Lake,"Nitinat Lake",,,Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,119,0,0,119,119,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",250775,250834,09/14/2020,10:47:00,"2020 Nitinat R Fall Chinook Adults","CN Lake Holding",River/Lake,"Nitinat Lake",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,211,0,0,211,211,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250639,250960,09/14/2020,10:51:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Female,Unclipped,,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,1,0,0,0,1,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250639,250960,09/14/2020,10:51:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Female,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,1,0,0,0,1,0
"2020 Nitinat R Fall Coho","2020 Nitinat R Fall Coho","Adult Capture",Mortalities,250639,250960,09/14/2020,10:51:00,"2020 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,,Male,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,5,0,0,0,5,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250766,251145,09/14/2020,11:27:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,8,0,0,0,8,0
"2020 Nitinat R Fall Chum","2020 Nitinat R Fall Chum","Adult Capture",Surplus,250766,251145,09/14/2020,11:27:00,"2020 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,65,0,0,0,65,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013778,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-12,River/Lake,"Nitinat River Hatchery",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,7,0,0,7,7,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013778,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-12,River/Lake,"Nitinat River Hatchery",,,Jack,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013778,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-12,River/Lake,"Nitinat River Hatchery",,,Male,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,8,0,0,8,8,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013778,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-12,River/Lake,"Nitinat River Hatchery",,,Female,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,2,0,0,2,2,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013775,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,20,0,0,20,20,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",013774,013775,09/14/2020,09:53:00,"2020 Sarita R Adults",LRT-11,River/Lake,"Nitinat River Hatchery",,,Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,20,0,0,20,20,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture",Mortalities,013774,013783,09/14/2020,09:53:00,"2020 Sarita R Adults",,River/Lake,"Sarita River",,,Jack,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,12,0,0,0,12,0
"2020 Sarita R Fall Chinook","2020 Sarita R Fall Chinook","Adult Capture",Mortalities,013774,013783,09/14/2020,09:53:00,"2020 Sarita R Adults",,River/Lake,"Sarita River",,,Male,Clipped,Adipose,"Unchecked Internal Mark","Cull Mortality",,,"Fishing Event","Seine, beach",Morgue,5,0,0,0,5,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250748,251058,09/15/2020,08:14:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,940,0,0,0,940,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250748,251058,09/15/2020,08:14:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250748,251058,09/15/2020,08:14:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Jack,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,27,0,0,0,27,0
"2020 Nitinat R Fall Chinook","2020 Nitinat R Fall Chinook","Adult Capture",Surplus,250748,251058,09/15/2020,08:14:00,"2020 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,272,0,0,0,272,0
